value,is_slotted,id,sku,slug,color,category,image_url,release_date,product_type,release_date_year,variation_id,discount_tag,box_condition,product_condition,count_for_product_condition,goat_url
Kobe Dream Season 3 Low 'Black',False,918291,454105 003,kobe-dream-season-3-low-black-454105-003,black,shoes,,,sneakers,,f328c18e-fd50-4117-b2a3-81f970446086,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-dream-season-3-low-black-454105-003
Kobe A.D. 2018 'Lakers Away',False,433130,AV3555 002,kobe-a-d-2018-lakers-kad-2018-lakers,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/053/972/482/original/433130_00.png.png,20180824,sneakers,2018,e1c17e41-17fc-405f-b265-cb9cd147743c,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-2018-lakers-kad-2018-lakers
Kobe 10 GS 'Emerald City',False,656787,726067 402,kobe-10-gs-emerald-city-726067-402,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/039/128/574/original/726067_402.png.png,20151003,sneakers,2015,0cfcc088-d373-40a7-ba1d-8f0050667987,,no_original_box,used,1,https://www.goat.com/sneakers/kobe-10-gs-emerald-city-726067-402
Kobe 9 EM TB 'Midnight Navy',False,400995,685776 401,kobe-9-em-tb-685776-401,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/013/038/317/original/685776_401.png.png,20141101,sneakers,2014,a122d938-2dcd-4bc8-a40d-5fd0b59d919e,,no_original_box,used,1,https://www.goat.com/sneakers/kobe-9-em-tb-685776-401
Zoom Kobe 7 System 'Blue Poison Dart Frog',False,25686,488371 403,zoom-kobe-7-system-488371-403,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/159/734/original/25686_00.png.png,20120609,sneakers,2012,0ccd82e0-6179-4b27-b644-411278bc5f52,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-7-system-488371-403
Kobe A.D. 'Light Bone',False,130174,852425 011,kobe-a-d-light-bone-852425-011,cream,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/003/023/497/original/852425_011.png,20170401,sneakers,2017,a0df3df1-2e6c-4adb-8998-f008500c1ca6,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-light-bone-852425-011
Kobe 11 ALT 'Tumbled Grey',False,93563,880463 079,kobe-11-alt-880463-079,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/055/522/994/original/93563_00.png.png,20170401,sneakers,2017,d16f91e3-5aa4-4af7-966d-52c9b7611bfe,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-alt-880463-079
Kobe 8 TB 'White Black',False,112490,599520 111,kobe-8-system-tb-599520-111,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/063/358/649/original/112490_00.png.png,20131016,sneakers,2013,13585c7d-cbab-40de-bf91-ff7dfa98a878,,good_condition,used,1,https://www.goat.com/sneakers/kobe-8-system-tb-599520-111
Kobe A.D. Mid 'Game Royal',False,219879,942521 400,kobe-a-d-mid-game-royal-942521-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/029/425/968/original/942521_400.png.png,20170915,sneakers,2017,76228a7a-72e8-4e05-9eb2-56bbc6ca4834,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-mid-game-royal-942521-400
Zoom Kobe 5 'Lower Merion Aces Away',False,24127,386429 005,zoom-kobe-5-lower-merion-aces-386429-005,silver,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/666/original/386429_005.png.png,20100306,sneakers,2010,8c83d9d1-ed06-45e2-bf1b-fd3a3baeaf12,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-lower-merion-aces-386429-005
Zoom Kobe 1 'Sharpshooter',False,62337,313143 012,zoom-kobe-1-orca-313143-012,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/002/013/177/original/313143_012.png,20060101,sneakers,2006,31894ac3-657e-4c0c-b1b5-6c905717be50,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-1-orca-313143-012
Kobe A.D. Exodus TB Promo 'Game Royal',False,535874,AT3874 401,kobe-a-d-tb-promo-game-royal-at3874-401,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/024/325/841/original/AT3874_401.png.png,,sneakers,,ffb198ec-b8aa-4b24-a263-87e7386816e6,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-promo-game-royal-at3874-401
Kobe A.D. 2018 'Red Orbit',False,482356,AR5515 600,kobe-a-d-red-orbit-ar5515-600,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/885/388/original/482356_00.png.png,20180912,sneakers,2018,78a92cdc-1b35-4065-9020-b6cacc9b8298,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-red-orbit-ar5515-600
Zoom Kobe 4 POP 'Finals MVP',False,25003,354187 141,zoom-kobe-4-pop-mvp-nba-finals-354187-141,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/067/189/366/original/25003_00.png.png,20090722,sneakers,2009,1a197be5-4969-4a93-93a1-0118e109c2ce,,good_condition,new_with_defects,0,https://www.goat.com/sneakers/zoom-kobe-4-pop-mvp-nba-finals-354187-141
Zoom Kobe 1 Protro '81 Points',False,483727,AQ2728 105,zoom-kobe-1-protro-81-points-aq2728-105,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/297/944/original/483727_00.png.png,20190122,sneakers,2019,ce7e0e24-c3e1-4403-8a11-8f5e15e1c013,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-1-protro-81-points-aq2728-105
Kobe 8 GS 'Christmas',False,25687,555586 002,kobe-8-gs-christmas-555586-002,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/036/565/original/555586_002.png.png,20121226,sneakers,2012,7e334c94-49ac-4783-9da5-9fd4eb329c9f,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-gs-christmas-555586-002
Crazy 1 Kobe 'Vivid Mint',False,416847,C75737,crazy-1-kobe-vivid-mint-c75737,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/013/561/201/original/C75737.png.png,,sneakers,,22b34702-4cd1-4664-a524-0d260116610a,,badly_damaged,new_no_defects,0,https://www.goat.com/sneakers/crazy-1-kobe-vivid-mint-c75737
Kobe 10 TB 'White Black',False,423159,813030 101,kobe-10-tb-813030-101,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/013/704/657/original/813030_101.png.png,20150901,sneakers,2015,cda1d738-a2df-493d-9532-779e349c2659,,no_original_box,new_with_defects,0,https://www.goat.com/sneakers/kobe-10-tb-813030-101
Kobe 10 'Majors',False,31487,705317 616,kobe-10-705317-616,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/461/422/original/31487_00.png.png,20151209,sneakers,2015,948e06b6-bdb2-4c37-971c-31c473334869,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-705317-616
Kobe 8 Premium 'What The Kobe',False,12983,635438 800,kobe-8-system-premium-what-the-kobe-635438-800,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/044/832/638/original/12983_00.png.png,20131206,sneakers,2013,4dfae5e2-66df-4473-b265-49602c152e72,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-system-premium-what-the-kobe-635438-800
Zoom Kobe 6 GS 'Del Sol',False,25252,429913 001,kobe-6-gs-429913-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/033/015/original/429913_001.png.png,,sneakers,,ebd76e92-9ae0-4d5b-96c5-a65d23a97d70,,badly_damaged,used,1,https://www.goat.com/sneakers/kobe-6-gs-429913-001
Kobe A.D. Mid 'Team Orange',False,648636,942521 803,kobe-a-d-mid-team-orange-942521-803,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/038/258/615/original/942521_803.png.png,,sneakers,,47e9969a-1c12-4e44-953b-bc540f1bd19d,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-mid-team-orange-942521-803
Kobe 11 'Philippines',False,90566,836183 447,kobe-11-em-low-philippines-836183-447-8be5fe20-a40d-46d0-a28c-1e035431074e,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/001/767/431/original/836183_447%E2%80%8B.png,20161210,sneakers,2016,11473e55-a83f-4d0e-8dac-d32b82e51873,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-em-low-philippines-836183-447-8be5fe20-a40d-46d0-a28c-1e035431074e
Zoom Kobe 2 'Shark',False,201115,316022 111,zoom-kobe-2-316022-111,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/005/868/293/original/316022_111.png.png,20070201,sneakers,2007,ca4b3adf-c079-41df-b3b3-6415a16f0d1c,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-2-316022-111
Kobe 9 Elite GS 'Purple Venom',False,13258,636602 500,kobe-9-elite-gs-purple-venom-636602-500,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/016/011/original/636602_500.png.png,,sneakers,,2ec9ce02-e9e5-4238-9546-7b058c00df48,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-gs-purple-venom-636602-500
Kobe A.D. Exodus 'Green Strike',False,457514,AR5515 301,kobe-a-d-2018-green-strike-av5515-301,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/014/957/778/original/AV5515_301.png.png,20180924,sneakers,2018,b48a6a35-abea-4ed9-9e82-9916217764fd,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-2018-green-strike-av5515-301
Zoom Kobe 7 System TB 'Gym Red',False,484609,517359 600,zoom-kobe-7-system-tb-gym-red-517359-600,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/017/546/401/original/517359_600.png.png,20120918,sneakers,2012,c0b674b1-f333-4da1-8b04-314d2745897d,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-7-system-tb-gym-red-517359-600
Zoom Kobe 6 '3D Lakers',False,25257,429659 105,zoom-kobe-6-3d-lakers-429659-105,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/992/original/429659_105.png.png,20111102,sneakers,2011,27d3b670-50e5-4be8-8f0c-99268b9f60e1,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-3d-lakers-429659-105
Kobe A.D. 'Grey Snakeskin',False,258898,922482 005,kobe-a-d-grey-snakeskin-922482-005,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/047/306/992/original/258898_00.png.png,20171124,sneakers,2017,d62f4c17-82c9-4625-9791-39a4ca480fed,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-grey-snakeskin-922482-005
Zoom Kobe 7 System 'Invisibility Cloak',False,13336,488371 005,zoom-kobe-7-invisible-cloak-488371-005,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/015/816/original/488371_005.png.png,20120218,sneakers,2012,30ee7248-23c8-4d82-a6d5-ef2df10a0f49,,good_condition,new_no_defects,2,https://www.goat.com/sneakers/zoom-kobe-7-invisible-cloak-488371-005
Kobe 9 EM GS 'Floral',False,31994,677619 001,kobe-9-em-gs-floral-677619-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/001/153/519/original/677619_001.png.png,20191111,sneakers,2019,3e187564-34c6-46f3-b1d9-7f05b4c453d0,,good_condition,new_with_defects,0,https://www.goat.com/sneakers/kobe-9-em-gs-floral-677619-001
Kobe 11 'Quai 54',False,61244,869600 010,kobe-11-quai-54-869600-010,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/885/964/original/61244_00.png.png,20160709,sneakers,2016,effa0358-dbac-4800-a679-891bf6d8e0ba,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-quai-54-869600-010
Zoom Kobe Venomenon 5 'Limited China Tour',False,32866,812555 690,nike-zoom-kobe-venomenon-5-limited-men-s-basketball-shoe-812555-690,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/341/507/original/32866_00.png.png,,sneakers,,cc970296-c04a-49e5-b764-33732355f267,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/nike-zoom-kobe-venomenon-5-limited-men-s-basketball-shoe-812555-690
Kobe 8 NSW Lifestyle LE 'Mexican Blanket',False,25930,582552 800,kobe-8-nsw-lifestyle-le-mexican-blanket-582552-800,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/459/424/original/25930_00.png.png,20130601,sneakers,2013,2d7d0f67-79ba-4410-95c6-c1c6ae43f1d6,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-nsw-lifestyle-le-mexican-blanket-582552-800
Kobe 10 EP '5AM Flight',False,1177823,745334 403,kobe-10-ep-5am-flight-745334-403,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/086/821/298/original/745334_403.png.png,20150207,sneakers,2015,31ef4593-c0fd-4f27-a2bd-324e435d815b,,good_condition,used,1,https://www.goat.com/sneakers/kobe-10-ep-5am-flight-745334-403
Zoom Kobe 3 GS 'Prelude',False,13095,318288 002,kobe-3-gs-prelude-3-318288-002,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/067/268/857/original/13095_00.png.png,,sneakers,,59500d3a-ac80-4b07-951a-ac409c76fa3d,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-3-gs-prelude-3-318288-002
Zoom Kobe 6 'All Star - Orange County',False,24673,448693 800,zoom-kobe-6-all-star-orange-county-448693-800,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/052/994/058/original/24673_00.png.png,20110217,sneakers,2011,be979228-a440-434e-8650-4dc1e9c187fd,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-all-star-orange-county-448693-800
Zoom Kobe Venomenon 4 'University Red',False,464092,635578 603,zoom-kobe-venomenon-4-university-red-635578-603,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/015/288/368/original/635578_603.png.png,,sneakers,,506b872c-9d85-4fa7-995f-1b7a0e73221f,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-venomenon-4-university-red-635578-603
Zoom Kobe 6 'Barcelona Home',False,24981,429659 402,zoom-kobe-6-barcelona-429659-402,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/994/original/429659_402.png.png,20110101,sneakers,2011,c6a6baa8-eb22-46fc-981e-8cd00a8f82d9,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-barcelona-429659-402
Kobe 'Aston Martin Pack',False,24261,402638 001,kobe-aston-martin-pack-aston-martin-pack-402638-001,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/039/372/original/402638-001.png,20160514,sneakers,2016,29b1ac4c-ffd9-498c-ba07-fec9018e3f37,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-aston-martin-pack-aston-martin-pack-402638-001
Zoom Kobe 5 'Lakers Home',False,49098,386429 102,zoom-kobe-5-lakers-386429-102,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/478/877/original/386429_102.png.png,20091031,sneakers,2009,1ea38a57-f0e6-4f90-b72d-d17335cca240,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-lakers-386429-102
Kobe AD GS 'Black White',False,248657,869987 001,kobe-ad-gs-869987-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/007/283/039/original/869987_001.png.png,,sneakers,,f9aef732-bfc1-4ea3-acea-41c769edf424,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-ad-gs-869987-001
Zoom Kobe 4 POP 'Playoffs',False,24179,354187 101,zoom-kobe-4-pop-354187-101,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/065/993/417/original/24179_00.png.png,20090501,sneakers,2009,05f11f3b-f0d1-4310-ac99-0f62ae3fa8b6,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-4-pop-354187-101
Zoom Kobe 5 'China',False,24636,386429 600,zoom-kobe-5-china-386429-600,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/085/007/737/original/24636_00.png.png,20100812,sneakers,2010,2cc4d3c7-2829-4e48-8440-fcee5058cd6c,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-china-386429-600
Kobe 9 Elite GS 'Fundamentals',False,26233,636602 100,kobe-9-elite-gs-636602-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/037/359/original/636602_100.png.png,,sneakers,,194e6e7f-bad1-44e4-8695-761a767d0436,,good_condition,used,3,https://www.goat.com/sneakers/kobe-9-elite-gs-636602-100
Undefeated x Kobe 4 Protro 'Black Mamba',False,540690,CQ3869 001,undefeated-x-kobe-4-protro-cq3869-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/333/898/original/540690_00.png.png,20190913,sneakers,2019,274ca90e-0ef4-4dad-8677-13308ae3d31b,,good_condition,new_no_defects,21,https://www.goat.com/sneakers/undefeated-x-kobe-4-protro-cq3869-001
Kobe 11 GS 'Green Snake',False,65269,822945 003,kobe-11-gs-green-snake-822945-003,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/008/465/560/original/822945_003.png,20160808,sneakers,2016,1a0ecc16-b1c3-48fa-a315-76e443383b59,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-gs-green-snake-822945-003
Zoom Kobe 4 'Fade To Black',False,45399,869450 005,zoom-kobe-4-ftb-869450-005,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/605/776/original/869450_005.png,20160330,sneakers,2016,421ce3af-667c-4d16-87af-fba7c27973c4,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-4-ftb-869450-005
Kobe Mentality TD,False,9583,705389 001,kobe-mentality-2c-10c-infanttoddler-kids-shoe-705389-001,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/011/523/original/705389001.png.png,,sneakers,,d0092d75-5de0-4daf-b76c-adb1b720b435,,no_original_box,used,1,https://www.goat.com/sneakers/kobe-mentality-2c-10c-infanttoddler-kids-shoe-705389-001
Kobe 8 Elite+ 'Away',False,13163,603269 100,kobe-8-system-elite-away-603269-100,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/016/981/original/603269_100.png.png,20130601,sneakers,2013,1fc39cf0-b1e4-4cf5-99e8-1896f65c3b47,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-system-elite-away-603269-100
